Sr_No,Furnished Status,Facing,Car Parking,Type of Ownership,Booking Amount,Buy Total Price,CITY,PROPERTY_TYPE
2733,Unfurnished,East,not available,Freehold,0,430000,Abu Dhabi,Villa
2734,Unfurnished,South,available,Freehold,0,360000,Abu Dhabi,Townhouse
2735,Furnished,West,not available,Freehold,0,125000,Abu Dhabi,Apartment
2736,Furnished,North,available,Freehold,0,705000,Abu Dhabi,Villa
2737,Unfurnished,East,available,Freehold,0,560000,Abu Dhabi,Apartment
2738,Unfurnished,South,not available,Freehold,0,645000,Abu Dhabi,Townhouse
2739,Unfurnished,West,available,Freehold,0,960000,Abu Dhabi,Apartment
2740,Unfurnished,North,available,Freehold,0,500000,Abu Dhabi,Townhouse
2741,Unfurnished,East,available,Freehold,0,475000,Abu Dhabi,Apartment
2742,Unfurnished,South,available,Freehold,0,1100000,Abu Dhabi,Villa
2743,Unfurnished,West,available,Freehold,0,770000,Abu Dhabi,Apartment
2744,Unfurnished,North,not available,Freehold,0,690000,Abu Dhabi,Apartment
2745,Unfurnished,East,available,Freehold,0,530000,Abu Dhabi,Villa
2746,Unfurnished,South,available,Freehold,0,2073600,Abu Dhabi,Apartment
2747,Unfurnished,West,available,Freehold,0,1960000,Abu Dhabi,Apartment
2748,Unfurnished,North,available,Freehold,0,540000,Abu Dhabi,Apartment
2749,Unfurnished,East,available,Freehold,0,560000,Abu Dhabi,Apartment
2750,Unfurnished,South,available,Freehold,0,575000,Abu Dhabi,Apartment
2751,Unfurnished,West,not available,Freehold,0,2900000,Abu Dhabi,Villa
2752,Unfurnished,North,not available,Freehold,0,2000000,Abu Dhabi,Apartment
2753,Unfurnished,East,not available,Freehold,0,1250000,Abu Dhabi,Apartment
2754,Furnished,South,available,Freehold,0,2800000,Abu Dhabi,Apartment
2755,Unfurnished,West,available,Freehold,0,680000,Abu Dhabi,Villa
2756,Unfurnished,North,available,Freehold,0,2073600,Abu Dhabi,Apartment
2757,Unfurnished,East,not available,Freehold,0,1800000,Abu Dhabi,Apartment
2758,Unfurnished,South,not available,Freehold,0,875000,Abu Dhabi,Apartment
2759,Furnished,West,available,Freehold,0,540000,Abu Dhabi,Villa
2760,Unfurnished,North,available,Freehold,0,1500000,Abu Dhabi,Villa
2761,Furnished,East,available,Freehold,0,950000,Abu Dhabi,Apartment
2762,Unfurnished,South,available,Freehold,0,630000,Abu Dhabi,Apartment
2763,Unfurnished,West,available,Freehold,0,1008000,Abu Dhabi,Apartment
2764,Unfurnished,North,not available,Freehold,0,1140000,Abu Dhabi,Villa
2765,Unfurnished,East,available,Freehold,0,2073600,Abu Dhabi,Apartment
2766,Unfurnished,South,available,Freehold,0,530000,Abu Dhabi,Villa
2767,Unfurnished,West,not available,Freehold,0,147998,Abu Dhabi,Apartment
2768,Unfurnished,North,not available,Freehold,0,1285000,Abu Dhabi,Apartment
2769,Unfurnished,East,available,Freehold,0,730000,Abu Dhabi,Apartment
2770,Unfurnished,South,available,Freehold,0,1000000,Abu Dhabi,Villa
2771,Unfurnished,West,available,Freehold,0,350000,Abu Dhabi,Villa
2772,Unfurnished,North,available,Freehold,0,550000,Abu Dhabi,Townhouse
2773,Unfurnished,East,not available,Freehold,0,840000,Abu Dhabi,Apartment
2774,Unfurnished,South,available,Freehold,0,1900000,Abu Dhabi,Apartment
2775,Unfurnished,West,available,Freehold,0,285000,Abu Dhabi,Townhouse
2776,Unfurnished,North,available,Freehold,0,860000,Abu Dhabi,Apartment
2777,Unfurnished,East,available,Freehold,0,1115000,Abu Dhabi,Apartment
2778,Unfurnished,South,not available,Freehold,0,760000,Abu Dhabi,Villa
2779,Unfurnished,West,not available,Freehold,0,360000,Abu Dhabi,Apartment
2780,Unfurnished,North,not available,Freehold,0,1450000,Abu Dhabi,Apartment
2781,Unfurnished,East,available,Freehold,0,1400000,Abu Dhabi,Apartment
2782,Unfurnished,South,available,Freehold,0,1750000,Abu Dhabi,Villa
2783,Unfurnished,West,available,Freehold,0,1900000,Abu Dhabi,Villa
2784,Unfurnished,North,available,Freehold,0,2100000,Abu Dhabi,Apartment
2785,Unfurnished,East,available,Freehold,0,1140000,Abu Dhabi,Apartment
2786,Unfurnished,South,available,Freehold,0,1550000,Abu Dhabi,Villa
2787,Unfurnished,West,available,Freehold,0,660000,Abu Dhabi,Villa
2788,Unfurnished,North,not available,Freehold,0,1200000,Abu Dhabi,Apartment
2789,Unfurnished,East,available,Freehold,0,360000,Abu Dhabi,Apartment
2790,Unfurnished,South,not available,Freehold,0,600000,Abu Dhabi,Apartment
2791,Unfurnished,West,available,Freehold,0,500000,Abu Dhabi,Villa
2792,Unfurnished,North,available,Freehold,0,850000,Abu Dhabi,Villa
2793,Unfurnished,East,available,Freehold,0,275000,Abu Dhabi,Apartment
2794,Unfurnished,South,not available,Freehold,0,670000,Abu Dhabi,Apartment
2795,Unfurnished,West,not available,Freehold,0,600000,Abu Dhabi,Apartment
2796,Unfurnished,North,available,Freehold,0,1350000,Abu Dhabi,Apartment
2797,Unfurnished,East,available,Freehold,0,520000,Abu Dhabi,Apartment
2798,Unfurnished,South,not available,Freehold,0,350000,Abu Dhabi,Apartment
2799,Unfurnished,West,available,Freehold,0,620000,Abu Dhabi,Apartment
2800,Unfurnished,North,available,Freehold,0,1600000,Abu Dhabi,Apartment
2801,Unfurnished,East,not available,Freehold,0,250000,Abu Dhabi,Apartment
2802,Unfurnished,South,not available,Freehold,0,540000,Abu Dhabi,Apartment
2803,Unfurnished,West,available,Freehold,0,580000,Abu Dhabi,Townhouse
2804,Unfurnished,North,available,Freehold,0,190000,Abu Dhabi,Villa
2805,Unfurnished,East,not available,Freehold,0,280000,Abu Dhabi,Villa
2806,Unfurnished,South,available,Freehold,0,660000,Abu Dhabi,Apartment
2807,Unfurnished,West,available,Freehold,0,380000,Abu Dhabi,Apartment
2808,Unfurnished,North,available,Freehold,0,1300000,Abu Dhabi,Villa
2809,Unfurnished,East,available,Freehold,0,1350000,Abu Dhabi,Apartment
2810,Unfurnished,South,available,Freehold,0,1100000,Abu Dhabi,Villa
2811,Unfurnished,West,not available,Freehold,0,630000,Abu Dhabi,Villa
2812,Unfurnished,North,available,Freehold,0,1100000,Abu Dhabi,Apartment
2813,Unfurnished,East,available,Freehold,0,830000,Abu Dhabi,Apartment
2814,Unfurnished,South,available,Freehold,0,2150000,Abu Dhabi,Apartment
2815,Unfurnished,West,available,Freehold,0,280000,Abu Dhabi,Apartment
2816,Unfurnished,North,available,Freehold,0,1300000,Abu Dhabi,Apartment
2817,Unfurnished,East,available,Freehold,0,1950000,Abu Dhabi,Apartment
2818,Unfurnished,South,available,Freehold,0,1150000,Abu Dhabi,Apartment
2819,Unfurnished,West,available,Freehold,0,500000,Abu Dhabi,Apartment
2820,Unfurnished,North,available,Freehold,0,1400000,Abu Dhabi,Apartment
2821,Unfurnished,East,available,Freehold,0,840000,Abu Dhabi,Apartment
2822,Unfurnished,South,available,Freehold,0,1800000,Abu Dhabi,Apartment
2823,Unfurnished,West,available,Freehold,0,540000,Abu Dhabi,Villa
2824,Unfurnished,North,available,Freehold,0,200000,Abu Dhabi,Apartment
2825,Unfurnished,East,available,Freehold,0,870000,Abu Dhabi,Apartment
2826,Unfurnished,South,available,Freehold,0,780000,Abu Dhabi,Villa
2827,Unfurnished,West,available,Freehold,0,625000,Abu Dhabi,Apartment
2828,Unfurnished,North,available,Freehold,0,340000,Abu Dhabi,Apartment
2829,Unfurnished,East,available,Freehold,0,960000,Abu Dhabi,Apartment
2830,Unfurnished,South,available,Freehold,0,740000,Abu Dhabi,Apartment
2831,Furnished,West,not available,Freehold,0,450000,Abu Dhabi,Apartment
2832,Unfurnished,North,not available,Freehold,0,900000,Abu Dhabi,Apartment
2833,Unfurnished,East,available,Freehold,0,390000,Abu Dhabi,Apartment
2834,Unfurnished,South,available,Freehold,0,660000,Abu Dhabi,Apartment
2835,Unfurnished,West,not available,Freehold,0,1300000,Abu Dhabi,Apartment
2836,Furnished,North,available,Freehold,0,2000000,Abu Dhabi,Apartment
2837,Unfurnished,East,available,Freehold,0,1700000,Abu Dhabi,Apartment
2838,Unfurnished,South,not available,Freehold,0,475000,Abu Dhabi,Villa
2839,Unfurnished,West,not available,Freehold,0,440000,Abu Dhabi,Villa
2840,Unfurnished,North,available,Freehold,0,490000,Abu Dhabi,Townhouse
2841,Unfurnished,East,available,Freehold,0,285000,Abu Dhabi,Villa
2842,Unfurnished,South,not available,Freehold,0,260000,Abu Dhabi,Apartment
2843,Unfurnished,West,not available,Freehold,0,1170000,Abu Dhabi,Villa
2844,Unfurnished,North,available,Freehold,0,380000,Abu Dhabi,Apartment
2845,Unfurnished,East,available,Freehold,0,930000,Abu Dhabi,Apartment
2846,Unfurnished,South,available,Freehold,0,950000,Abu Dhabi,Apartment
2847,Unfurnished,South,available,Freehold,0,1400000,Abu Dhabi,Villa
2848,Unfurnished,North,available,Freehold,0,620000,Abu Dhabi,Townhouse
2849,Unfurnished,East,not available,Freehold,0,1800000,Abu Dhabi,Apartment
2850,Unfurnished,South,available,Freehold,0,1350000,Abu Dhabi,Apartment
2851,Unfurnished,West,available,Freehold,0,1099000,Abu Dhabi,Villa
2852,Unfurnished,North,not available,Freehold,0,680000,Abu Dhabi,Apartment
2853,Furnished,East,available,Freehold,0,900000,Abu Dhabi,Apartment
2854,Unfurnished,South,not available,Freehold,0,550000,Abu Dhabi,Apartment
2855,Unfurnished,West,available,Freehold,0,680000,Abu Dhabi,Apartment
2856,Unfurnished,North,not available,Freehold,0,250000,Abu Dhabi,Apartment
2857,Unfurnished,East,available,Freehold,0,1900000,Abu Dhabi,Villa
2858,Unfurnished,South,not available,Freehold,0,320000,Abu Dhabi,Villa
2859,Unfurnished,West,available,Freehold,0,1030000,Abu Dhabi,Apartment
2860,Unfurnished,North,not available,Freehold,0,1200000,Abu Dhabi,Apartment
2861,Unfurnished,East,available,Freehold,0,300000,Abu Dhabi,Apartment
2862,Unfurnished,South,available,Freehold,0,740000,Abu Dhabi,Apartment
2863,Unfurnished,West,available,Freehold,0,260000,Abu Dhabi,Apartment
2864,Furnished,North,available,Freehold,0,280000,Abu Dhabi,Apartment
2865,Unfurnished,East,not available,Freehold,0,690000,Abu Dhabi,Apartment
2866,Unfurnished,South,not available,Freehold,0,640000,Abu Dhabi,Villa
2867,Unfurnished,West,not available,Freehold,0,1300000,Abu Dhabi,Villa
2868,Unfurnished,North,available,Freehold,0,600000,Abu Dhabi,Villa
2869,Unfurnished,East,available,Freehold,0,1250000,Abu Dhabi,Apartment
2870,Unfurnished,South,available,Freehold,0,1600000,Abu Dhabi,Villa
2871,Unfurnished,West,not available,Freehold,0,350000,Abu Dhabi,Apartment
2872,Unfurnished,North,available,Freehold,0,500000,Abu Dhabi,Villa
2873,Furnished,East,available,Freehold,0,1950000,Abu Dhabi,Apartment
2874,Unfurnished,South,not available,Freehold,0,1600000,Abu Dhabi,Apartment
2875,Furnished,West,available,Freehold,0,2073600,Abu Dhabi,Apartment
2876,Unfurnished,North,available,Freehold,0,780000,Abu Dhabi,Villa
2877,Unfurnished,East,available,Freehold,0,520000,Abu Dhabi,Apartment
2878,Furnished,South,available,Freehold,0,260000,Abu Dhabi,Apartment
2879,Unfurnished,West,not available,Freehold,0,175000,Abu Dhabi,Apartment
2880,Unfurnished,North,available,Freehold,0,2150000,Abu Dhabi,Apartment
2881,Unfurnished,East,available,Freehold,0,550000,Abu Dhabi,Apartment
2882,Unfurnished,South,available,Freehold,0,1750000,Abu Dhabi,Apartment
2883,Unfurnished,West,available,Freehold,0,990000,Abu Dhabi,Townhouse
2884,Unfurnished,North,available,Freehold,0,1950000,Abu Dhabi,Apartment
2885,Unfurnished,East,available,Freehold,0,2073600,Abu Dhabi,Apartment
2886,Unfurnished,South,available,Freehold,0,360000,Abu Dhabi,Apartment
2887,Unfurnished,West,available,Freehold,0,980000,Abu Dhabi,Villa
2888,Unfurnished,North,available,Freehold,0,660000,Abu Dhabi,Apartment
2889,Unfurnished,East,available,Freehold,0,460000,Abu Dhabi,Villa
2890,Unfurnished,South,available,Freehold,0,490000,Abu Dhabi,Villa
2891,Unfurnished,West,available,Freehold,0,740000,Abu Dhabi,Townhouse
2892,Unfurnished,North,available,Freehold,0,230000,Abu Dhabi,Apartment
2893,Unfurnished,East,available,Freehold,0,1300000,Abu Dhabi,Apartment
2894,Unfurnished,South,available,Freehold,0,550000,Abu Dhabi,Apartment
2895,Unfurnished,West,available,Freehold,0,850000,Abu Dhabi,Apartment
2896,Unfurnished,North,available,Freehold,0,660000,Abu Dhabi,Villa
2897,Unfurnished,East,available,Freehold,0,320000,Abu Dhabi,Apartment
2898,Unfurnished,South,available,Freehold,0,1020000,Abu Dhabi,Villa
2899,Furnished,West,available,Freehold,0,440000,Abu Dhabi,Apartment
2900,Unfurnished,North,not available,Freehold,0,1300000,Abu Dhabi,Apartment
2901,Unfurnished,East,available,Freehold,0,950000,Abu Dhabi,Apartment
2902,Unfurnished,South,available,Freehold,0,500000,Abu Dhabi,Villa
2903,Unfurnished,West,available,Freehold,0,310000,Abu Dhabi,Apartment
2904,Unfurnished,North,available,Freehold,0,420000,Abu Dhabi,Townhouse
2905,Unfurnished,East,available,Freehold,0,2000000,Abu Dhabi,Apartment
2906,Unfurnished,South,not available,Freehold,0,310000,Abu Dhabi,Apartment
2907,Unfurnished,West,not available,Freehold,0,1100000,Abu Dhabi,Apartment
2908,Unfurnished,North,available,Freehold,0,1500000,Abu Dhabi,Apartment
2909,Furnished,East,available,Freehold,0,360000,Abu Dhabi,Apartment
2910,Unfurnished,South,available,Freehold,0,1750000,Abu Dhabi,Townhouse
2911,Unfurnished,West,available,Freehold,0,2900000,Abu Dhabi,Apartment
2912,Unfurnished,North,available,Freehold,0,980000,Abu Dhabi,Apartment
2913,Unfurnished,East,available,Freehold,0,260000,Abu Dhabi,Villa
2914,Unfurnished,South,not available,Freehold,0,210000,Abu Dhabi,Apartment
2915,Unfurnished,West,available,Freehold,0,1450000,Abu Dhabi,Apartment
2916,Unfurnished,North,available,Freehold,0,1035000,Abu Dhabi,Apartment
2917,Furnished,East,available,Freehold,0,1238000,Abu Dhabi,Apartment
2918,Unfurnished,South,available,Freehold,0,1000000,Abu Dhabi,Apartment
2919,Furnished,West,available,Freehold,0,1200000,Abu Dhabi,Apartment
2920,Unfurnished,North,available,Freehold,0,320000,Abu Dhabi,Villa
2921,Unfurnished,East,available,Freehold,0,900000,Abu Dhabi,Apartment
2922,Unfurnished,South,available,Freehold,0,2000000,Abu Dhabi,Apartment
2923,Unfurnished,West,available,Freehold,0,380000,Abu Dhabi,Townhouse
2924,Unfurnished,North,available,Freehold,0,290000,Abu Dhabi,Apartment
2925,Unfurnished,East,available,Freehold,0,390000,Abu Dhabi,Apartment
2926,Unfurnished,South,available,Freehold,0,500000,Abu Dhabi,Villa
2927,Unfurnished,West,available,Freehold,0,290000,Abu Dhabi,Apartment
2928,Unfurnished,North,available,Freehold,0,330000,Abu Dhabi,Villa
2929,Unfurnished,East,available,Freehold,0,1581000,Abu Dhabi,Apartment
2930,Unfurnished,South,available,Freehold,0,1071000,Abu Dhabi,Apartment
2931,Unfurnished,West,available,Freehold,0,250000,Abu Dhabi,Apartment
2932,Unfurnished,North,available,Freehold,0,2150000,Abu Dhabi,Apartment
2933,Unfurnished,East,available,Freehold,0,350000,Abu Dhabi,Apartment
2934,Unfurnished,South,not available,Freehold,0,600000,Abu Dhabi,Villa
2935,Unfurnished,West,available,Freehold,0,720000,Abu Dhabi,Apartment
2936,Unfurnished,North,available,Freehold,0,1300000,Abu Dhabi,Apartment
2937,Unfurnished,East,available,Freehold,0,210000,Abu Dhabi,Villa
2938,Unfurnished,South,available,Freehold,0,320000,Abu Dhabi,Villa
2939,Unfurnished,West,available,Freehold,0,230000,Abu Dhabi,Townhouse
2940,Unfurnished,North,available,Freehold,0,1000000,Abu Dhabi,Apartment
2941,Furnished,East,available,Freehold,0,550000,Abu Dhabi,Apartment
2942,Unfurnished,South,available,Freehold,0,180000,Abu Dhabi,Townhouse
2943,Unfurnished,West,available,Freehold,0,500000,Abu Dhabi,Apartment
2944,Unfurnished,North,available,Freehold,0,390000,Abu Dhabi,Villa
2945,Unfurnished,East,available,Freehold,0,500000,Abu Dhabi,Apartment
2946,Unfurnished,South,available,Freehold,0,1400000,Abu Dhabi,Apartment
2947,Unfurnished,West,available,Freehold,0,900000,Abu Dhabi,Apartment
2948,Furnished,North,available,Freehold,0,390000,Abu Dhabi,Apartment
2949,Unfurnished,East,available,Freehold,0,1039997,Abu Dhabi,Apartment
2950,Furnished,South,available,Freehold,0,630000,Abu Dhabi,Villa
2951,Unfurnished,West,available,Freehold,0,1250000,Abu Dhabi,Villa
2952,Unfurnished,North,available,Freehold,0,460000,Abu Dhabi,Apartment
2953,Unfurnished,East,available,Freehold,0,1000000,Abu Dhabi,Apartment
2954,Furnished,South,available,Freehold,0,750000,Abu Dhabi,Apartment
2955,Unfurnished,West,not available,Freehold,0,1150000,Abu Dhabi,Townhouse
2956,Unfurnished,North,available,Freehold,0,600000,Abu Dhabi,Villa
2957,Unfurnished,East,available,Freehold,0,850000,Abu Dhabi,Villa
2958,Unfurnished,South,not available,Freehold,0,1350000,Abu Dhabi,Villa
2959,Unfurnished,West,available,Freehold,0,1800000,Abu Dhabi,Apartment
2960,Unfurnished,North,available,Freehold,0,380000,Abu Dhabi,Apartment
2961,Unfurnished,East,not available,Freehold,0,88000,Abu Dhabi,Apartment
2962,Unfurnished,South,not available,Freehold,0,580000,Abu Dhabi,Apartment
2963,Unfurnished,West,available,Freehold,0,3000000,Abu Dhabi,Apartment
2964,Unfurnished,North,not available,Freehold,0,1600000,Abu Dhabi,Apartment
2965,Unfurnished,East,available,Freehold,0,1250000,Abu Dhabi,Townhouse
2966,Unfurnished,South,available,Freehold,0,1550000,Abu Dhabi,Apartment
2967,Unfurnished,West,not available,Freehold,0,1400000,Abu Dhabi,Townhouse
2968,Unfurnished,North,not available,Freehold,0,300000,Abu Dhabi,Apartment
2969,Unfurnished,East,available,Freehold,0,259990,Abu Dhabi,Apartment
2970,Unfurnished,East,available,Freehold,0,290000,Abu Dhabi,Apartment
2971,Unfurnished,North,available,Freehold,0,600000,Abu Dhabi,Apartment
2972,Unfurnished,East,not available,Freehold,0,1300000,Abu Dhabi,Apartment
2973,Unfurnished,South,available,Freehold,0,13000000,Abu Dhabi,Apartment
2974,Unfurnished,West,not available,Freehold,0,570000,Abu Dhabi,Apartment
2975,Unfurnished,North,available,Freehold,0,348600,Abu Dhabi,Apartment
2976,Unfurnished,East,not available,Freehold,0,780000,Abu Dhabi,Apartment
2977,Unfurnished,South,available,Freehold,0,1050000,Abu Dhabi,Apartment
2978,Unfurnished,West,not available,Freehold,0,2750000,Abu Dhabi,Apartment
2979,Unfurnished,North,available,Freehold,0,1100000,Abu Dhabi,Apartment
2980,Furnished,East,not available,Freehold,0,320000,Abu Dhabi,Apartment
2981,Unfurnished,South,available,Freehold,0,900000,Abu Dhabi,Apartment
2982,Unfurnished,West,not available,Freehold,0,2000000,Abu Dhabi,Apartment
2983,Unfurnished,North,available,Freehold,0,380000,Abu Dhabi,Apartment
2984,Unfurnished,East,available,Freehold,0,290000,Abu Dhabi,Townhouse
2985,Unfurnished,South,available,Freehold,0,390000,Abu Dhabi,Townhouse
2986,Unfurnished,West,available,Freehold,0,500000,Abu Dhabi,Apartment
2987,Unfurnished,North,available,Freehold,0,290000,Abu Dhabi,Apartment
2988,Unfurnished,East,available,Freehold,0,330000,Abu Dhabi,Villa
2989,Unfurnished,South,not available,Freehold,0,1590000,Abu Dhabi,Apartment
2990,Unfurnished,West,available,Freehold,0,1050000,Abu Dhabi,Apartment
2991,Furnished,North,available,Freehold,0,250000,Abu Dhabi,Apartment
2992,Unfurnished,East,not available,Freehold,0,2150000,Abu Dhabi,Apartment
2993,Unfurnished,South,available,Freehold,0,350000,Abu Dhabi,Apartment
2994,Unfurnished,West,not available,Freehold,0,600000,Abu Dhabi,Apartment
2995,Unfurnished,North,not available,Freehold,0,720000,Abu Dhabi,Villa
2996,Furnished,East,available,Freehold,0,1300000,Abu Dhabi,Apartment
2997,Unfurnished,South,not available,Freehold,0,210000,Abu Dhabi,Apartment
2998,Unfurnished,West,available,Freehold,0,320000,Abu Dhabi,Apartment
2999,Unfurnished,North,not available,Freehold,0,230000,Abu Dhabi,Villa
3000,Unfurnished,East,available,Freehold,0,1000000,Abu Dhabi,Apartment
3001,Unfurnished,South,available,Freehold,0,550000,Abu Dhabi,Apartment
3002,Unfurnished,West,not available,Freehold,0,180000,Abu Dhabi,Apartment
3003,Unfurnished,North,available,Freehold,0,500000,Abu Dhabi,Apartment
3004,Unfurnished,East,available,Freehold,0,390000,Abu Dhabi,Apartment
3005,Unfurnished,South,available,Freehold,0,500000,Abu Dhabi,Apartment
3006,Unfurnished,West,available,Freehold,0,1400000,Abu Dhabi,Villa
3007,Unfurnished,North,available,Freehold,0,900000,Abu Dhabi,Apartment
3008,Unfurnished,East,not available,Freehold,0,390000,Abu Dhabi,Apartment
3009,Unfurnished,South,available,Freehold,0,1049997,Abu Dhabi,Apartment
3010,Unfurnished,West,available,Freehold,0,650000,Abu Dhabi,Apartment
3011,Unfurnished,North,available,Freehold,0,1250000,Abu Dhabi,Apartment
3012,Unfurnished,East,available,Freehold,0,460000,Abu Dhabi,Apartment
3013,Unfurnished,South,available,Freehold,0,1000000,Abu Dhabi,Apartment
3014,Unfurnished,West,available,Freehold,0,750000,Abu Dhabi,Apartment
3015,Unfurnished,North,not available,Freehold,0,1150000,Abu Dhabi,Apartment
3016,Unfurnished,East,not available,Freehold,0,600000,Abu Dhabi,Apartment
3017,Unfurnished,South,not available,Freehold,0,850000,Abu Dhabi,Apartment
3018,Unfurnished,West,available,Freehold,0,1350000,Abu Dhabi,Apartment
3019,Unfurnished,North,available,Freehold,0,1800000,Abu Dhabi,Apartment
3020,Unfurnished,East,available,Freehold,0,380000,Abu Dhabi,Apartment
3021,Unfurnished,South,not available,Freehold,0,220000,Abu Dhabi,Apartment
3022,Furnished,West,not available,Freehold,0,580000,Abu Dhabi,Apartment
3023,Unfurnished,North,available,Freehold,0,3000000,Abu Dhabi,Apartment
3024,Unfurnished,East,available,Freehold,0,1600000,Abu Dhabi,Apartment
3025,Unfurnished,South,available,Freehold,0,1250000,Abu Dhabi,Apartment
3026,Unfurnished,West,available,Freehold,0,1550000,Abu Dhabi,Apartment
3027,Unfurnished,North,available,Freehold,0,1400000,Abu Dhabi,Apartment
3028,Unfurnished,East,not available,Freehold,0,300000,Abu Dhabi,Apartment
3029,Furnished,South,available,Freehold,0,259990,Abu Dhabi,Apartment
3030,Unfurnished,West,available,Freehold,0,290000,Abu Dhabi,Apartment
3031,Unfurnished,North,not available,Freehold,0,600000,Abu Dhabi,Villa
3032,Unfurnished,East,not available,Freehold,0,13000000,Abu Dhabi,Apartment
3033,Unfurnished,South,available,Freehold,0,570000,Abu Dhabi,Villa
3034,Unfurnished,West,available,Freehold,0,348600,Abu Dhabi,Apartment
3035,Unfurnished,North,available,Freehold,0,780000,Abu Dhabi,Apartment
3036,Unfurnished,East,available,Freehold,0,1050000,Abu Dhabi,Apartment
3037,Unfurnished,South,not available,Freehold,0,2750000,Abu Dhabi,Villa
3038,Unfurnished,West,available,Freehold,0,1100000,Abu Dhabi,Villa
3039,Unfurnished,North,available,Freehold,0,320000,Abu Dhabi,Apartment
3040,Unfurnished,East,available,Freehold,0,900000,Abu Dhabi,Apartment
3041,Unfurnished,South,available,Freehold,0,2000000,Abu Dhabi,Apartment
3042,Unfurnished,West,not available,Freehold,0,380000,Abu Dhabi,Apartment
3043,Unfurnished,North,not available,Freehold,0,290000,Abu Dhabi,Apartment
3044,Unfurnished,East,not available,Freehold,0,390000,Abu Dhabi,Villa
3045,Unfurnished,South,available,Freehold,0,500000,Abu Dhabi,Apartment
3046,Unfurnished,West,available,Freehold,0,290000,Abu Dhabi,Apartment
3047,Unfurnished,North,available,Freehold,0,330000,Abu Dhabi,Apartment
3048,Unfurnished,East,available,Freehold,0,1590000,Abu Dhabi,Villa
3049,Unfurnished,South,available,Freehold,0,1050000,Abu Dhabi,Apartment
3050,Unfurnished,West,available,Freehold,0,250000,Abu Dhabi,Villa
3051,Unfurnished,North,available,Freehold,0,2150000,Abu Dhabi,Apartment
3052,Unfurnished,East,not available,Freehold,0,350000,Abu Dhabi,Apartment
3053,Unfurnished,South,available,Freehold,0,600000,Abu Dhabi,Townhouse
3054,Unfurnished,West,not available,Freehold,0,720000,Abu Dhabi,Townhouse
3055,Unfurnished,North,available,Freehold,0,1300000,Abu Dhabi,Apartment
3056,Unfurnished,East,available,Freehold,0,210000,Abu Dhabi,Townhouse
3057,Unfurnished,South,available,Freehold,0,320000,Abu Dhabi,Apartment
3058,Unfurnished,West,not available,Freehold,0,230000,Abu Dhabi,Villa
3059,Furnished,North,not available,Freehold,0,1000000,Abu Dhabi,Apartment
3060,Unfurnished,East,available,Freehold,0,550000,Abu Dhabi,Apartment
3061,Unfurnished,South,available,Freehold,0,180000,Abu Dhabi,Apartment
3062,Unfurnished,West,not available,Freehold,0,500000,Abu Dhabi,Apartment
3063,Unfurnished,North,available,Freehold,0,390000,Abu Dhabi,Apartment
3064,Furnished,East,available,Freehold,0,500000,Abu Dhabi,Apartment
3065,Unfurnished,South,not available,Freehold,0,1400000,Abu Dhabi,Apartment
3066,Unfurnished,West,not available,Freehold,0,900000,Abu Dhabi,Townhouse
3067,Unfurnished,North,available,Freehold,0,390000,Abu Dhabi,Townhouse
3068,Furnished,East,available,Freehold,0,1049997,Abu Dhabi,Apartment
3069,Unfurnished,South,not available,Freehold,0,650000,Abu Dhabi,Apartment
3070,Unfurnished,West,available,Freehold,0,1250000,Abu Dhabi,Apartment
3071,Unfurnished,North,available,Freehold,0,460000,Abu Dhabi,Townhouse
3072,Unfurnished,East,available,Freehold,0,1000000,Abu Dhabi,Apartment
3073,Unfurnished,South,available,Freehold,0,750000,Abu Dhabi,Apartment
3074,Unfurnished,West,available,Freehold,0,1150000,Abu Dhabi,Apartment
3075,Unfurnished,North,not available,Freehold,0,600000,Abu Dhabi,Townhouse
3076,Furnished,East,available,Freehold,0,850000,Abu Dhabi,Apartment
3077,Unfurnished,South,available,Freehold,0,1350000,Abu Dhabi,Townhouse
3078,Furnished,West,available,Freehold,0,1800000,Abu Dhabi,Apartment
3079,Furnished,North,available,Freehold,0,380000,Abu Dhabi,Apartment
3080,Unfurnished,East,available,Freehold,0,220000,Abu Dhabi,Townhouse
3081,Unfurnished,South,available,Freehold,0,580000,Abu Dhabi,Villa
3082,Furnished,West,available,Freehold,0,3000000,Abu Dhabi,Apartment
3083,Unfurnished,North,available,Freehold,0,1600000,Abu Dhabi,Apartment
3084,Unfurnished,East,available,Freehold,0,1250000,Abu Dhabi,Apartment
3085,Unfurnished,South,available,Freehold,0,1550000,Abu Dhabi,Apartment
3086,Furnished,West,available,Freehold,0,1400000,Abu Dhabi,Apartment
3087,Unfurnished,North,available,Freehold,0,300000,Abu Dhabi,Apartment
3088,Unfurnished,East,available,Freehold,0,259990,Abu Dhabi,Apartment
3089,Unfurnished,South,available,Freehold,0,290000,Abu Dhabi,Apartment
3090,Unfurnished,West,available,Freehold,0,600000,Abu Dhabi,Apartment
3091,Unfurnished,North,available,Freehold,0,13000000,Abu Dhabi,Apartment
3092,Unfurnished,East,available,Freehold,0,570000,Abu Dhabi,Apartment
3093,Unfurnished,East,available,Freehold,0,348600,Abu Dhabi,Villa
3094,Unfurnished,North,available,Freehold,0,780000,Abu Dhabi,Apartment
3095,Unfurnished,East,not available,Freehold,0,1050000,Abu Dhabi,Townhouse
