Sr_No,Carpet Area,Status,floor ,Transition type,Year Built,Price per sqft
2646,600,Available for Sale,multiple,Not Available,2012,1500
2647,3500,Available for Sale,multiple,Not Available,2016,1134
2648,207,Active,multiple,Not Available,2021,1577
2649,2424,Available for Sale,multiple,Not Available,2010,1023
2650,698,Under Contract,multiple,Not Available,2017,1660
2651,403,Available for Sale,multiple,Not Available,2005,1396
2652,248,Under Contract,multiple,Not Available,2020,1857
2653,810,Under Contract,multiple,Not Available,2022,1888
2654,239,Available for Sale,multiple,Not Available,2001,1729
2655,555,Available for Sale,multiple,Not Available,2012,1332
2656,414,Active,multiple,Not Available,2004,1257
2657,1702,Available for Sale,multiple,Not Available,2020,1482
2658,220,Under Contract,multiple,Not Available,2021,1094
2659,240,Available for Sale,multiple,Not Available,2019,1614
2660,1300,Under Contract,multiple,Not Available,2021,1800
2661,433,Under Contract,multiple,Not Available,2015,1145
2662,1725,Available for Sale,multiple,Not Available,2018,1183
2663,595,Available for Sale,multiple,Not Available,2021,1088
2664,433,Active,multiple,Not Available,2018,1159
2665,238,Available for Sale,multiple,Not Available,2018,1759
2666,363,Under Contract,multiple,Not Available,2000,1990
2667,495,Available for Sale,multiple,Not Available,2018,1862
2668,300,Under Contract,multiple,Not Available,2014,1201
2669,825,Under Contract,multiple,Not Available,2024,1359
2670,150,Available for Sale,multiple,Not Available,2003,1033
2671,375,Available for Sale,multiple,Not Available,2021,1147
2672,600,Active,multiple,Not Available,2003,1654
2673,600,Available for Sale,multiple,Not Available,2019,1511
2674,1317,Under Contract,multiple,Not Available,2017,1121
2675,525,Available for Sale,multiple,Not Available,2005,1667
2676,463,Under Contract,multiple,Not Available,2008,1264
2677,600,Under Contract,multiple,Not Available,2014,2454
2678,1200,Available for Sale,multiple,Not Available,2012,1291
2679,413,Available for Sale,multiple,Not Available,2007,1062
2680,800,Active,multiple,Not Available,2013,1377
2681,250,Available for Sale,multiple,Not Available,2011,1261
2682,1375,Under Contract,multiple,Not Available,2015,1377
2683,263,Available for Sale,multiple,Not Available,2024,1094
2684,563,Under Contract,multiple,Not Available,2016,1207
2685,310,Under Contract,multiple,Not Available,2006,1795
2686,650,Available for Sale,multiple,Not Available,2023,1255
2687,540,Available for Sale,multiple,Not Available,2020,1311
2688,1000,Active,multiple,Not Available,2009,1077
2689,475,Available for Sale,multiple,Not Available,2018,1323
2690,638,Under Contract,multiple,Not Available,2011,1194
2691,240,Available for Sale,multiple,Not Available,2004,1749
2692,600,Under Contract,multiple,Not Available,2018,1442
2693,375,Under Contract,multiple,Not Available,2010,1235
2694,375,Available for Sale,multiple,Not Available,2020,1266
2695,313,Available for Sale,multiple,Not Available,2004,1341
2696,1625,Active,multiple,Not Available,2018,1078
2697,350,Available for Sale,multiple,Not Available,2017,2135
2698,750,Under Contract,multiple,Not Available,2000,1032
2699,227,Available for Sale,multiple,Not Available,2005,1115
2700,750,Under Contract,multiple,Not Available,2010,1913
2701,3500,Under Contract,multiple,Not Available,2013,1137
2702,450,Available for Sale,multiple,Not Available,2001,1873
2703,700,Available for Sale,multiple,Not Available,2016,1726
2704,4000,Active,multiple,Not Available,2002,1443
2705,300,Available for Sale,multiple,Not Available,2011,1338
2706,375,Under Contract,multiple,Not Available,2013,1555
2707,500,Available for Sale,multiple,Not Available,2023,1133
2708,525,Under Contract,multiple,Not Available,2017,1392
2709,300,Under Contract,multiple,Not Available,2015,1197
2710,300,Available for Sale,multiple,Not Available,2014,1218
2711,1636,Available for Sale,multiple,Not Available,2020,2287
2712,300,Active,multiple,Not Available,2016,1273
2713,200,Available for Sale,multiple,Not Available,2012,1030
2714,1250,Under Contract,multiple,Not Available,2014,1166
2715,300,Available for Sale,multiple,Not Available,2002,1010
2716,1250,Under Contract,multiple,Not Available,2010,1246
2717,6000,Under Contract,multiple,Not Available,2003,1352
2718,455,Available for Sale,multiple,Not Available,2023,1123
2719,650,Available for Sale,multiple,Not Available,2017,1451
2720,1065,Active,multiple,Not Available,2012,1103
2721,10000,Available for Sale,multiple,Not Available,2006,1244
2722,450,Under Contract,multiple,Not Available,2019,1015
2723,875,Available for Sale,multiple,Not Available,2012,1132
2724,357,Under Contract,multiple,Not Available,2014,1615
2725,750,Under Contract,multiple,Not Available,2022,779
2726,680,Available for Sale,multiple,Not Available,2009,1301
2727,1071,Available for Sale,multiple,Not Available,2010,1291
2728,500,Active,multiple,Not Available,2017,1300
2729,143,Available for Sale,multiple,Not Available,2008,1423
2730,290,Under Contract,multiple,Not Available,2004,1040
2731,600,Available for Sale,multiple,Not Available,2007,1235
2732,375,Under Contract,multiple,Not Available,2010,1424
2733,1333,Under Contract,multiple,Not Available,2018,1639
2734,700,Available for Sale,multiple,Not Available,2015,1319
2735,180,Available for Sale,multiple,Not Available,2010,1219
2736,578,Active,multiple,Not Available,2007,1176
2737,500,Available for Sale,multiple,Not Available,2007,1454
2738,1500,Under Contract,multiple,Not Available,2013,1181
2739,325,Available for Sale,multiple,Not Available,2007,1623
2740,629,Under Contract,multiple,Not Available,2018,974
2741,274,Under Contract,multiple,Not Available,2018,1488
2742,500,Available for Sale,multiple,Not Available,2015,1121
2743,313,Available for Sale,multiple,Not Available,2021,1084
2744,438,Active,multiple,Not Available,2007,1439
2745,425,Available for Sale,multiple,Not Available,2020,1344
2746,625,Under Contract,multiple,Not Available,2022,1480
2747,500,Available for Sale,multiple,Not Available,2001,1021
2748,750,Under Contract,multiple,Not Available,2001,1344
2749,320,Under Contract,multiple,Not Available,2020,1144
2750,575,Available for Sale,multiple,Not Available,2006,1845
2751,400,Available for Sale,multiple,Not Available,2019,1264
2752,800,Active,multiple,Not Available,2015,1317
2753,375,Available for Sale,multiple,Not Available,2014,1536
2754,375,Under Contract,multiple,Not Available,2018,1143
2755,1625,Available for Sale,multiple,Not Available,2007,1233
2756,188,Under Contract,multiple,Not Available,2015,1373
2757,375,Under Contract,multiple,Not Available,2001,1142
2758,150,Available for Sale,multiple,Not Available,2015,1039
2759,700,Available for Sale,multiple,Not Available,2000,1383
2760,420,Active,multiple,Not Available,2017,1333
2761,1600,Available for Sale,multiple,Not Available,2006,1306
2762,300,Under Contract,multiple,Not Available,2016,1627
2763,275,Available for Sale,multiple,Not Available,2019,1213
2764,2000,Under Contract,multiple,Not Available,2020,1641
2765,750,Under Contract,multiple,Not Available,2000,1191
2766,435,Available for Sale,multiple,Not Available,2010,1022
2767,675,Available for Sale,multiple,Not Available,2015,1391
2768,500,Active,multiple,Not Available,2014,1106
2769,1750,Available for Sale,multiple,Not Available,2010,1046
2770,525,Under Contract,multiple,Not Available,2005,1199
2771,1500,Available for Sale,multiple,Not Available,2024,1485
2772,1100,Under Contract,multiple,Not Available,2013,1414
2773,1600,Under Contract,multiple,Not Available,2004,1103
2774,1000,Available for Sale,multiple,Not Available,2003,1332
2775,156,Available for Sale,multiple,Not Available,2003,1349
2776,325,Active,multiple,Not Available,2016,1462
2777,450,Available for Sale,multiple,Not Available,2005,1975
2778,300,Under Contract,multiple,Not Available,2018,1638
2779,2500,Available for Sale,multiple,Not Available,2005,1379
2780,525,Under Contract,multiple,Not Available,2010,1944
2781,375,Under Contract,multiple,Not Available,2020,1207
2782,240,Available for Sale,multiple,Not Available,2010,1407
2783,315,Available for Sale,multiple,Not Available,2023,1273
2784,457,Active,multiple,Not Available,2004,1143
2785,116,Available for Sale,multiple,Not Available,2012,1286
2786,2424,Under Contract,multiple,Not Available,2004,1375
2787,406,Available for Sale,multiple,Not Available,2008,1410
2788,423,Under Contract,multiple,Not Available,2011,1249
2789,261,Under Contract,multiple,Not Available,2012,1204
2790,457,Available for Sale,multiple,Not Available,2022,1725
2791,280,Available for Sale,multiple,Not Available,2014,1442
2792,174,Active,multiple,Not Available,2007,1347
2793,134,Available for Sale,multiple,Not Available,2016,1097
2794,676,Under Contract,multiple,Not Available,2005,1287
2795,224,Available for Sale,multiple,Not Available,2003,1848
2796,681,Under Contract,multiple,Not Available,2013,1579
2797,503,Under Contract,multiple,Not Available,2011,1139
2798,371,Available for Sale,multiple,Not Available,2014,1128
2799,96,Available for Sale,multiple,Not Available,2020,1155
2800,443,Active,multiple,Not Available,2008,1453
2801,418,Available for Sale,multiple,Not Available,2014,1647
2802,260,Under Contract,multiple,Not Available,2023,1276
2803,300,Available for Sale,multiple,Not Available,2022,1265
2804,290,Under Contract,multiple,Not Available,2005,1404
2805,630,Under Contract,multiple,Not Available,2003,1460
2806,293,Available for Sale,multiple,Not Available,2001,1063
2807,2450,Available for Sale,multiple,Not Available,2024,1572
2808,750,Active,multiple,Not Available,2010,1580
2809,250,Available for Sale,multiple,Not Available,2015,1834
2810,850,Under Contract,multiple,Not Available,2007,1260
2811,465,Available for Sale,multiple,Not Available,2015,1860
2812,344,Under Contract,multiple,Not Available,2016,1200
2813,1250,Under Contract,multiple,Not Available,2014,1304
2814,212,Available for Sale,multiple,Not Available,2012,1114
2815,568,Available for Sale,multiple,Not Available,2002,1277
2816,560,Active,multiple,Not Available,2002,1210
2817,1000,Available for Sale,multiple,Not Available,2001,1297
2818,688,Under Contract,multiple,Not Available,2013,1300
2819,200,Available for Sale,multiple,Not Available,2000,1064
2820,2400,Under Contract,multiple,Not Available,2009,1180
2821,290,Under Contract,multiple,Not Available,2001,1669
2822,325,Available for Sale,multiple,Not Available,2007,1746
2823,1875,Available for Sale,multiple,Not Available,2016,1563
2824,600,Active,multiple,Not Available,2020,1901
2825,2275,Available for Sale,multiple,Not Available,2021,1950
2826,350,Under Contract,multiple,Not Available,2013,1537
2827,570,Available for Sale,multiple,Not Available,2013,1972
2828,300,Under Contract,multiple,Not Available,2013,1966
2829,1715,Under Contract,multiple,Not Available,2013,1990
2830,423,Available for Sale,multiple,Not Available,2001,2498
2831,750,Available for Sale,multiple,Not Available,2003,2633
2832,261,Active,multiple,Not Available,2014,2328
2833,2500,Available for Sale,multiple,Not Available,1999,1412
2834,750,Under Contract,multiple,Not Available,2007,1877
2835,450,Available for Sale,multiple,Not Available,2010,1926
2836,500,Under Contract,multiple,Not Available,2019,2405
2837,2800,Under Contract,multiple,Not Available,2009,1564
2838,1200,Available for Sale,multiple,Not Available,2016,2344
2839,1080,Available for Sale,multiple,Not Available,2005,1902
2840,500,Active,multiple,Not Available,2019,2476
2841,207,Available for Sale,multiple,Not Available,2003,3075
2842,600,Under Contract,multiple,Not Available,2021,1851
2843,163,Available for Sale,multiple,Not Available,2016,1393
2844,950,Under Contract,multiple,Not Available,2008,811
2845,1120,Under Contract,multiple,Not Available,2008,899
2846,725,Available for Sale,multiple,Not Available,2004,883
2847,1200,Available for Sale,multiple,Not Available,2008,2132
2848,300,Active,multiple,Not Available,2007,1002
2849,450,Available for Sale,multiple,Not Available,2006,908
2850,300,Under Contract,multiple,Not Available,2004,1060
2851,600,Available for Sale,multiple,Not Available,2018,2440
2852,687,Under Contract,multiple,Not Available,2004,1455
2853,250,Under Contract,multiple,Not Available,2004,1761
2854,1250,Available for Sale,multiple,Not Available,2022,1871
2855,250,Available for Sale,multiple,Not Available,2014,409
2856,500,Active,multiple,Not Available,2017,953
2857,850,Available for Sale,multiple,Not Available,2017,1085
2858,1300,Under Contract,multiple,Not Available,2012,1870
2859,600,Available for Sale,multiple,Not Available,2003,1310
2860,860,Under Contract,multiple,Not Available,2000,1062
2861,325,Under Contract,multiple,Not Available,2014,589
2862,600,Available for Sale,multiple,Not Available,2005,548
2863,3000,Available for Sale,multiple,Not Available,2007,962
2864,171,Active,multiple,Not Available,2006,1210
2865,900,Available for Sale,multiple,Not Available,2016,1485
2866,850,Under Contract,multiple,Not Available,2000,2345
2867,1350,Available for Sale,multiple,Not Available,2001,2724
2868,1200,Under Contract,multiple,Not Available,2001,2767
2869,525,Under Contract,multiple,Not Available,2009,1271
2870,302,Available for Sale,multiple,Not Available,2019,1360
2871,188,Available for Sale,multiple,Not Available,2010,1029
2872,1143,Active,multiple,Not Available,2008,1161
2873,600,Available for Sale,multiple,Not Available,2015,365
2874,525,Under Contract,multiple,Not Available,2015,1104
2875,600,Available for Sale,multiple,Not Available,2002,1159
2876,2700,Under Contract,multiple,Not Available,2002,2005
2877,900,Under Contract,multiple,Not Available,2013,1761
2878,600,Available for Sale,multiple,Not Available,2018,1075
2879,350,Available for Sale,multiple,Not Available,2004,643
2880,650,Active,multiple,Not Available,2015,250
2881,432,Available for Sale,multiple,Not Available,2012,581
2882,920,Under Contract,multiple,Not Available,2009,1368
2883,2424,Available for Sale,multiple,Not Available,2005,571
2884,177,Under Contract,multiple,Not Available,2021,1244
2885,4500,Under Contract,multiple,Not Available,2018,535
2886,1800,Available for Sale,multiple,Not Available,2013,648
2887,2000,Available for Sale,multiple,Not Available,2009,898
2888,261,Active,multiple,Not Available,2019,1429
2889,388,Available for Sale,multiple,Not Available,2009,1761
2890,500,Under Contract,multiple,Not Available,2005,1424
2891,118,Available for Sale,multiple,Not Available,2015,1367
2892,2250,Under Contract,multiple,Not Available,2000,1143
2893,300,Under Contract,multiple,Not Available,2012,680
2894,1500,Available for Sale,multiple,Not Available,2010,1268
2895,330,Available for Sale,multiple,Not Available,2022,646
2896,1500,Active,multiple,Not Available,2009,1585
2897,600,Available for Sale,multiple,Not Available,2011,2294
2898,294,Under Contract,multiple,Not Available,2005,1434
2899,625,Available for Sale,multiple,Not Available,2018,819
2900,243,Under Contract,multiple,Not Available,2010,1107
2901,937,Under Contract,multiple,Not Available,2014,647
2902,375,Available for Sale,multiple,Not Available,2015,1182
2903,1425,Available for Sale,multiple,Not Available,2001,1181
2904,325,Active,multiple,Not Available,2018,787
2905,625,Available for Sale,multiple,Not Available,2016,499
2906,375,Under Contract,multiple,Not Available,2009,887
2907,375,Available for Sale,multiple,Not Available,2002,755
2908,195,Under Contract,multiple,Not Available,2017,819
2909,750,Under Contract,multiple,Not Available,2010,1218
2910,3500,Available for Sale,multiple,Not Available,2021,805
2911,888,Available for Sale,multiple,Not Available,2005,1174
2912,440,Active,multiple,Not Available,2013,1520
2913,2750,Available for Sale,multiple,Not Available,2010,1346
2914,300,Under Contract,multiple,Not Available,2014,194
2915,2300,Available for Sale,multiple,Not Available,2016,588
2916,151,Under Contract,multiple,Not Available,2005,656
2917,265,Under Contract,multiple,Not Available,2017,1261
2918,390,Available for Sale,multiple,Not Available,2004,1185
2919,450,Available for Sale,multiple,Not Available,2011,914
2920,390,Active,multiple,Not Available,2011,1871
2921,713,Available for Sale,multiple,Not Available,2021,1033
2922,182,Under Contract,multiple,Not Available,2004,1000
2923,420,Available for Sale,multiple,Not Available,2022,1478
2924,2000,Under Contract,multiple,Not Available,2013,790
2925,550,Under Contract,multiple,Not Available,2016,793
2926,600,Available for Sale,multiple,Not Available,2016,1064
2927,3500,Available for Sale,multiple,Not Available,2002,822
2928,188,Active,multiple,Not Available,2002,911
2929,320,Available for Sale,multiple,Not Available,2019,2031
2930,495,Under Contract,multiple,Not Available,2018,1321
2931,600,Available for Sale,multiple,Not Available,2001,688
2932,1250,Under Contract,multiple,Not Available,2006,1026
2933,213,Under Contract,multiple,Not Available,2001,1118
2934,2700,Available for Sale,multiple,Not Available,2013,692
2935,425,Available for Sale,multiple,Not Available,2007,598
2936,750,Active,multiple,Not Available,2002,686
2937,679,Available for Sale,multiple,Not Available,2009,1449
2938,600,Under Contract,multiple,Not Available,2020,1063
2939,390,Available for Sale,multiple,Not Available,2009,1187
2940,540,Under Contract,multiple,Not Available,2011,1224
2941,208,Under Contract,multiple,Not Available,2006,1392
2942,1300,Available for Sale,multiple,Not Available,2010,568
2943,750,Available for Sale,multiple,Not Available,2010,167
2944,625,Active,multiple,Not Available,2002,926
2945,440,under construction,multiple,Not Available,2023,678
2946,163,Available for Sale,multiple,Not Available,2001,628
2947,167,Active,multiple,Not Available,2010,1587
2948,950,Available for Sale,multiple,Not Available,2000,936
2949,1000,Under Contract,multiple,Not Available,2014,895
2950,1667,Available for Sale,multiple,Not Available,2020,1543
2951,180,Under Contract,multiple,Not Available,2011,680
2952,1000,Under Contract,multiple,Not Available,2015,1945
2953,175,Available for Sale,multiple,Not Available,2003,158
2954,5000,Available for Sale,multiple,Not Available,2020,106
2955,667,Active,multiple,Not Available,2012,185
2956,1163,Available for Sale,multiple,Not Available,2018,1421
2957,108,Under Contract,multiple,Not Available,2006,700
2958,375,Available for Sale,multiple,Not Available,2006,1578
2959,600,Under Contract,multiple,Not Available,2003,912
2960,700,Under Contract,multiple,Not Available,2000,1292
2961,1500,Available for Sale,multiple,Not Available,2007,712
2962,500,Available for Sale,multiple,Not Available,2017,1341
2963,2500,Active,multiple,Not Available,2003,2015
2964,3000,Available for Sale,multiple,Not Available,2016,1681
2965,2000,Active,multiple,Not Available,2003,1114
2966,425,Available for Sale,multiple,Not Available,2008,853
2967,400,Under Contract,multiple,Not Available,2003,1231
2968,500,Available for Sale,multiple,Not Available,2007,1347
2969,3379,Under Contract,multiple,Not Available,2001,1109
2970,375,Under Contract,multiple,Not Available,2014,871
2971,2250,Available for Sale,multiple,Not Available,2018,758
2972,375,Available for Sale,multiple,Not Available,2021,1801
2973,163,Active,multiple,Not Available,2006,1077
2974,1250,Available for Sale,multiple,Not Available,2010,833
2975,140,Under Contract,multiple,Not Available,2011,1065
2976,1600,under construction,multiple,Not Available,2023,1097
2977,375,Under Contract,multiple,Not Available,2015,1405
2978,220,Available for Sale,multiple,Not Available,2013,1343
2979,113,Available for Sale,multiple,Not Available,2010,928
2980,1050,Under Contract,multiple,Not Available,2011,680
2981,375,under construction,multiple,Not Available,2023,1533
2982,2125,Available for Sale,multiple,Not Available,2014,675
2983,313,under construction,multiple,Not Available,2023,1733
2984,388,Available for Sale,multiple,Not Available,2012,1090
2985,1550,under construction,multiple,Not Available,2024,1142
2986,313,Under Contract,multiple,Not Available,2008,1665
2987,600,Available for Sale,multiple,Not Available,2011,1184
2988,2424,Available for Sale,multiple,Not Available,2015,1313
2989,172,Under Contract,multiple,Not Available,2022,1361
2990,1125,under construction,multiple,Not Available,2011,1641
2991,2500,Available for Sale,multiple,Not Available,2002,643
2992,525,under construction,multiple,Not Available,2001,1177
2993,3750,Under Contract,multiple,Not Available,2023,1040
2994,2250,Available for Sale,multiple,Not Available,2008,1051
2995,750,Available for Sale,multiple,Not Available,2014,1085
2996,800,Under Contract,multiple,Not Available,2006,1425
2997,1200,under construction,multiple,Not Available,2024,1011
2998,625,Under Contract,multiple,Not Available,2020,1550
2999,625,Available for Sale,multiple,Not Available,2017,676
3000,313,Available for Sale,multiple,Not Available,2005,192
3001,750,Under Contract,multiple,Not Available,2002,957
3002,1468,under construction,multiple,Not Available,2021,1619
3003,375,Available for Sale,multiple,Not Available,2013,1142
3004,625,under construction,multiple,Not Available,2024,1200
3005,900,Under Contract,multiple,Not Available,2004,1144
3006,575,Available for Sale,multiple,Not Available,2020,884
3007,1250,Available for Sale,multiple,Not Available,2022,1061
3008,213,Under Contract,multiple,Not Available,2001,1808
3009,3750,Under Contract,multiple,Not Available,2015,925
3010,163,Available for Sale,multiple,Not Available,2019,1049
3011,875,Available for Sale,multiple,Not Available,2022,1161
3012,650,Under Contract,multiple,Not Available,2019,1228
3013,960,under construction,multiple,Not Available,2002,971
3014,675,Available for Sale,multiple,Not Available,2018,1020
3015,435,under construction,multiple,Not Available,2009,731
3016,3000,Under Contract,multiple,Not Available,2001,945
3017,1600,Available for Sale,multiple,Not Available,2018,896
3018,2825,Available for Sale,multiple,Not Available,2021,826
3019,3000,Under Contract,multiple,Not Available,2011,1010
3020,563,Under Contract,multiple,Not Available,2012,1122
3021,3415,Available for Sale,multiple,Not Available,2005,951
3022,750,Available for Sale,multiple,Not Available,2017,829
3023,850,Under Contract,multiple,Not Available,2017,1188
3024,1250,under construction,multiple,Not Available,2024,1159
3025,2120,Under Contract,multiple,Not Available,2011,870
3026,1500,Available for Sale,multiple,Not Available,2011,1691
3027,1950,Available for Sale,multiple,Not Available,2016,990
3028,1125,Under Contract,multiple,Not Available,2021,686
3029,1300,under construction,multiple,Not Available,2021,1065
3030,800,Available for Sale,multiple,Not Available,2007,1640
3031,164,under construction,multiple,Not Available,2001,1352
3032,356,Under Contract,multiple,Not Available,2016,989
3033,437,Available for Sale,multiple,Not Available,2013,1950
3034,800,Available for Sale,multiple,Not Available,2016,900
3035,138,Under Contract,multiple,Not Available,2021,981
3036,625,Under Contract,multiple,Not Available,2000,1165
3037,1400,Available for Sale,multiple,Not Available,2020,890
3038,188,Available for Sale,multiple,Not Available,2019,1694
3039,1745,Under Contract,multiple,Not Available,2019,926
3040,625,under construction,multiple,Not Available,2000,763
3041,138,Available for Sale,multiple,Not Available,2019,1431
3042,350,under construction,multiple,Not Available,2015,1232
3043,1125,Under Contract,multiple,Not Available,2010,1057
3044,117,Available for Sale,multiple,Not Available,2017,858
3045,1250,Available for Sale,multiple,Not Available,2007,972
3046,263,Under Contract,multiple,Not Available,2001,969
3047,1250,Under Contract,multiple,Not Available,2017,1605
3048,118,Available for Sale,multiple,Not Available,2001,672
3049,1450,Available for Sale,multiple,Not Available,2005,1325
3050,1250,Under Contract,multiple,Not Available,2013,1367
3051,2500,under construction,multiple,Not Available,2023,1559
3052,310,Available for Sale,multiple,Not Available,2005,922
3053,188,Under Contract,multiple,Not Available,2007,1947
3054,4250,Under Contract,multiple,Not Available,2021,1026
3055,266,Available for Sale,multiple,Not Available,2006,1321
3056,6500,Available for Sale,multiple,Not Available,2021,1086
3057,725,Under Contract,multiple,Not Available,2008,1419
3058,650,Under Contract,multiple,Not Available,2016,2000
3059,1000,Under Contract,multiple,Not Available,2006,728
3060,1000,under construction,multiple,Not Available,2024,1051
3061,157,Available for Sale,multiple,Not Available,2003,1873
3062,1000,Under Contract,multiple,Not Available,2011,1032
3063,540,Under Contract,multiple,Not Available,2012,1913
3064,2000,Available for Sale,multiple,Not Available,2012,1056
3065,1500,Available for Sale,multiple,Not Available,2014,919
3066,2660,Under Contract,multiple,Not Available,2013,774
3067,375,Under Contract,multiple,Not Available,2009,1161
3068,1500,Under Contract,multiple,Not Available,2022,1585
3069,600,Under Contract,multiple,Not Available,2008,730
3070,2500,Under Contract,multiple,Not Available,2013,1687
3071,4500,Under Contract,multiple,Not Available,2015,772
3072,1400,Under Contract,multiple,Not Available,2011,1110
3073,450,under construction,multiple,Not Available,2024,1749
3074,275,Available for Sale,multiple,Not Available,2021,576
3075,800,Under Contract,multiple,Not Available,2022,1225
3076,225,under construction,multiple,Not Available,2006,876
3077,1250,Available for Sale,multiple,Not Available,2006,1556
3078,140,under construction,multiple,Not Available,2024,1025
3079,1600,Under Contract,multiple,Not Available,2009,1237
3080,1000,Available for Sale,multiple,Not Available,2012,2435
3081,5000,Available for Sale,multiple,Not Available,2019,1624
3082,350,Under Contract,multiple,Not Available,2004,1156
3083,500,under construction,multiple,Not Available,2007,1506
3084,600,Available for Sale,multiple,Not Available,2008,1092
3085,1600,Under Contract,multiple,Not Available,2002,1202
3086,600,Under Contract,multiple,Not Available,2006,1257
3087,550,Available for Sale,multiple,Not Available,2008,998
3088,750,Available for Sale,multiple,Not Available,2019,1607
3089,625,Under Contract,multiple,Not Available,2007,1027
3090,300,Under Contract,multiple,Not Available,2017,1040
3091,1500,Under Contract,multiple,Not Available,2014,1452
3092,350,Available for Sale,multiple,Not Available,2018,1000
3093,1932,Under Contract,multiple,Not Available,2011,1938
3094,1425,under construction,multiple,Not Available,2006,1009
3095,5700,Available for Sale,multiple,Not Available,2021,1944
3096,207,under construction,multiple,Not Available,2024,1500
3097,2700,Available for Sale,multiple,Not Available,2011,1384
3098,500,Under Contract,multiple,Not Available,2007,1563
3099,2754,under construction,multiple,Not Available,2002,1274
3100,599,Available for Sale,multiple,Not Available,2001,2204
3101,1030,Available for Sale,multiple,Not Available,2021,978
3102,5000,Under Contract,multiple,Not Available,2011,1307
3103,3200,under construction,multiple,Not Available,2023,1090
3104,1080,Available for Sale,multiple,Not Available,2005,1262
3105,1500,Available for Sale,multiple,Not Available,2001,1983
3106,2424,Under Contract,multiple,Not Available,2004,938
3107,900,Available for Sale,multiple,Not Available,2003,2089
3108,2733,Available for Sale,multiple,Not Available,2015,728
3109,424,Under Contract,multiple,Not Available,2022,729
3110,5500,Available for Sale,multiple,Not Available,2019,1349
3111,3200,under construction,multiple,Not Available,2023,1897
3112,540,Available for Sale,multiple,Not Available,2013,1686
3113,5000,Available for Sale,multiple,Not Available,2009,1871
3114,1500,Available for Sale,multiple,Not Available,2021,1177
3115,1500,under construction,multiple,Not Available,2023,858
3116,600,Available for Sale,multiple,Not Available,2000,2164
3117,2800,under construction,multiple,Not Available,2023,2142
3118,7000,Under Contract,multiple,Not Available,2000,1214
3119,1800,Available for Sale,multiple,Not Available,2009,1658
3120,963,Available for Sale,multiple,Not Available,2017,1012
3121,2200,Under Contract,multiple,Not Available,2001,1257
3122,5000,Under Contract,multiple,Not Available,2005,1262
3123,1350,Under Contract,multiple,Not Available,2003,1847
3124,1573,Available for Sale,multiple,Not Available,2016,1779
3125,500,Under Contract,multiple,Not Available,2017,1179
3126,1300,under construction,multiple,Not Available,2004,1621
3127,2000,Available for Sale,multiple,Not Available,2020,1067
3128,1124,under construction,multiple,Not Available,2015,1005
3129,1304,Available for Sale,multiple,Not Available,2004,1219
3130,600,Under Contract,multiple,Not Available,2021,1312
3131,1100,Under Contract,multiple,Not Available,2005,1215
3132,1500,Available for Sale,multiple,Not Available,2020,1704
3133,3200,Available for Sale,multiple,Not Available,2013,1667
3134,4004,Under Contract,multiple,Not Available,2011,1029
3135,2368,under construction,multiple,Not Available,2024,1327
3136,12000,Under Contract,multiple,Not Available,2008,1779
3137,600,Under Contract,multiple,Not Available,2012,1321
3138,7500,Available for Sale,multiple,Not Available,2007,2518
3139,1517,Under Contract,multiple,Not Available,2006,703
3140,950,under construction,multiple,Not Available,2012,1742
3141,1536,Available for Sale,multiple,Not Available,2015,1206
3142,1024,under construction,multiple,Not Available,2010,1349
3143,1345,Available for Sale,multiple,Not Available,2013,3083
3144,450,Under Contract,multiple,Not Available,2003,1212
3145,2744,Under Contract,multiple,Not Available,2014,1373
3146,600,Available for Sale,multiple,Not Available,2013,961
3147,1754,Available for Sale,multiple,Not Available,2010,1039
3148,5200,Under Contract,multiple,Not Available,2022,1000
3149,456,Under Contract,multiple,Not Available,2001,1150
3150,750,Under Contract,multiple,Not Available,2006,1617
3151,1011,Available for Sale,multiple,Not Available,2019,1841
3152,1000,Under Contract,multiple,Not Available,2017,793
3153,6800,under construction,multiple,Not Available,2022,1107
3154,500,Available for Sale,multiple,Not Available,2014,1557
3155,2450,under construction,multiple,Not Available,2012,1235
3156,3000,Available for Sale,multiple,Not Available,2004,1314
3157,3999,Under Contract,multiple,Not Available,2001,1665
3158,850,Under Contract,multiple,Not Available,2013,1451
3159,1800,Available for Sale,multiple,Not Available,2004,1441
3160,1600,Available for Sale,multiple,Not Available,2013,1139
3161,2120,Under Contract,multiple,Not Available,2007,1642
3162,1800,Under Contract,multiple,Not Available,2012,2254
3163,3250,Under Contract,multiple,Not Available,2006,1376
3164,3498,Available for Sale,multiple,Not Available,2007,1134
3165,1300,Under Contract,multiple,Not Available,2021,1537
3166,2745,under construction,multiple,Not Available,2009,1828
3167,900,Available for Sale,multiple,Not Available,2016,1791
3168,2424,under construction,multiple,Not Available,2014,1029
3169,1507,Available for Sale,multiple,Not Available,2014,1025
3170,1200,Under Contract,multiple,Not Available,2005,1334
3171,2540,Under Contract,multiple,Not Available,2020,1453
3172,545,Available for Sale,multiple,Not Available,2021,970
3173,1600,Available for Sale,multiple,Not Available,2017,1375
3174,1200,Under Contract,multiple,Not Available,2004,1440
3175,1816,Under Contract,multiple,Not Available,2012,2125
3176,2486,Under Contract,multiple,Not Available,2020,1434
3177,1155,Available for Sale,multiple,Not Available,2011,1645
